الكلمة,التشكيل,له_صورة,له_صوت,اسم,فعل,حرف,التحليل,اين-وردت,جملة   ,نوع-الجملة,الوزن-الصرفي,مصروف-ممنوع,المستوى-العمري,الدولة,المصدر,اضافة-ال,نوع-الفعل-ماض-مضارع-امر,صحيح-معتل-الاول-الوسط-الاخر,ID
مسخر,مُسَخَّر,,,1,,,مُـ-سَخْـ-خَـ-رٌ,4H4,,,,,,,,,,,
مسرور,مَسْـرور,,,1,,,مَسْـ-رو-رٌ,2H4,,,,,,,,,,,
مسطر,مُسَطَّر,,,1,,,مُـ-سَطْـ-طَـ-رٌ,4H4,,,,,,,,,,,
مسطرة,مِسْـطَرَة,,,1,,,مِسْـ-طَـ-رَ-ةٌ,2H17-2H4,,,,,,,,,,,
مسعر,مُسَعَّر,,,1,,,مُـ-سَعْـ-ـعَـ-رٌ,4H4,,,,,,,,,,,
مسك,مِسْـك,,,,,,مِسْـ-كٌ,S,,,,,,,,,,,
مسكن,مُسَكِّن,,,1,,,مُـ-سَكْـ-كِـ-نٌ,4H4,,,,,,,,,,,
مسمار,مِسْـمار,,,1,,,مِسْـ-ما-رٌ,2H14,,,,,,,,,,,
مسؤول,مَسْـؤول,,,1,,,مَسْـ-ؤو-لٌ,2H9,,,,,,,,,,,
مسير,مُسَيَّر,,,1,,,مُـ-سَيْـ-يَـ-رٌ,4H4,,,,,,,,,,,
مشاء,مَشّاء,,,1,,,مَشْـ-شا-ءٌ,4H4,,,,,,,,,,,
مشاة,مُشاة,,,1,,,مُـ-شا-ةٌ,2H9-S,,,,,,,,,,,
مشارك,مُشارِك,,,1,,,مُـ-شا-رِ-كٌ,4H8,,,,,,,,,,,
مشبك,مُشَبَّك,,,1,,,مُـ-شَبْـ-بَـ-كٌ,4H4,,,,,,,,,,,
مشروع,مَشْروع,,,1,,,مَشْـ-رو-عٌ,2H2,,,,,,,,,,,
مشغول,مَشْغول,,,1,,,مَشْـ-ـغو-لٌ,4H6,,,,,,,,,,,
مصارع,مُصارِع,,,1,,,مُـ-صا-رِ-عٌ,4H8,,,,,,,,,,,
مصباح,مِصْباح,,,1,,,مِصْـ-با-حٌ,1H4,,,,,,,,,,,
مصعد,مِصْعَد,,,1,,,مِصْـ-ـعَـ-دٌ,2H15,,,,,,,,,,,
مصنع,مَصْنَع,,,1,,,مَصْـ-نَـ-ـعٌ,2H14,,,,,,,,,,,
مصيف,مَصْيَف,,,1,,,مَصْـ-يَـ-فٌ,4H2,,,,,,,,,,,
مضحك,مُضْحِك,,,1,,,مُضْـ-حِـ-كٌ,2H14,,,,,,,,,,,
مضرب,مَضْرِب,,,1,,,مَضْـ-رِ-بٌ,1H6-S-4H2-2H5-2H2,,,,,,,,,,,
مضغ,مَضْغ,,,1,,,مَضْـ-ـغٌ,4H8,,,,,,,,,,,
مضيق,مَضيق,,,1,,,مَـ-ضيـ-قٌ,4H6,,,,,,,,,,,
مطار,مَطار,,,1,,,مَـ-طا-رٌ,2H11-4H5,,,,,,,,,,,
مطبخ,مَطْبَخ,,,1,,,مَطْـ-بَـ-خٌ,2H2-4H8,,,,,,,,,,,
مطبعة,مَطْبَعَة,,,1,,,مَطْـ-بَـ-ـعَـ-ـةٌ,4H2,,,,,,,,,,,
مطرقة,مِطْرَقَة,,,1,,,مِطْـ-رَ-قَـ-ـةٌ,2H15-4H3,,,,,,,,,,,
مظهر,مَظْهَر,,,1,,,مَظْ-ـهَـ-رٌ,4H2,,,,,,,,,,,
معاش,مَعاش,,,1,,,مَـ-ـعا-شٌ,4H8,,,,,,,,,,,
معايش,مَعايِش,,,1,,,مَـ-ـعا-يِـ-شٌ,4H1,,,,,,,,,,,
معبأ,مُعَبَّأ,,,1,,,مُـ-ـعَبْـ-بَـ-أٌ,4H4,,,,,,,,,,,
معبر,مُعَبِّر,,,1,,,مُـ-ـعَبْـ-بِـ-رٌ,4H4,,,,,,,,,,,
معتق,مُعَتَّق,,,1,,,مُـ-ـعَتْـ-تَـ-قٌ,4H4,,,,,,,,,,,
معطل,مُعَطَّل,,,1,,,مُـ-ـعَطْـ-طَـ-لٌ,4H4,,,,,,,,,,,
معظم,مُعَظَّم,,,1,,,مُـ-ـعَظْـ-ظَـ-مٌ,4H4,,,,,,,,,,,
معلم,مُعَلِّم,,,1,,,مُـ-ـعَلْـ-لِـ-مٌ,2H15,,,,,,,,,,,
معمول,مَعْمول,,,1,,,مَعْـ-مو-لٌ,2H7,,,,,,,,,,,
مغتاظ,مُغْتاظ,,,1,,,مُغْـ-تا-ظٌ,1H6,,,,,,,,,,,
مغسلة,مَغْسَلَة,,,1,,,مَغْـ-سَـ-لَـ-ـةٌ,4H2,,,,,,,,,,,
مغلق,مُغْلَق,,,1,,,مُغْـ-لَـ-قٌ,2H14,,,,,,,,,,,
مغير,مُغَيَّر,,,1,,,مُـ-ـغَيـ-يَـ-رٌ,4H4,,,,,,,,,,,
مغيث,مُغيث,,,1,,,مُـ-ـغيـ-ثٌ,4H8,,,,,,,,,,,
مفترس,مُفْتَرِس,,,1,,,مُفْـ-تَـ-رِ-سٌ,2H14,,,,,,,,,,,
مفتش,مُفَتِّش,,,1,,,مُـ-فَـتْـ-تِشٌ,2H13,,,,,,,,,,,
مفخم,مُفَخَّم,,,1,,,مُـ-فَخْـ-خَـ-مٌ,4H4,,,,,,,,,,,
مفكر,مُفَكِّر,,,1,,,مُـ-فَكْـ-كِـ-رٌ,2H17,,,,,,,,,,,
مفيد,مُفيد,,,1,,,مُـ-فيـ-دٌ,2H11-S,,,,,,,,,,,
مقدم,مُقَدِّم,,,1,,,مُـ-قَدْ-دِ-مٌ,4H4,,,,,,,,,,,
مقرب,مُقَرَّب,,,1,,,مُـ-قَرْ-رَ-بٌ,4H4,,,,,,,,,,,
مقشر,مُقَشَّر,,,1,,,مُـ-قَشْـ-شَـ-ـرٌ,4H4,,,,,,,,,,,
مقعد,مِقْعَد,,,1,,,مِقْـ-ـعَـ-دٌ,4H6,,,,,,,,,,,
مقو,مُقَوّي,,,1,؟؟؟؟,,مُـ-قَوْ-وِ-يٌ,4H8,,,,,,,,,,,
مكان,مَكان,,,1,,,مَـ-كا-نٌ,2H12,,,,,,,,,,,
مكاييل,مَكاييل,,,,,,مَـ-كا-ييـ-لٌ,S,,,,,,,,,,,
مكتبة,مَكْتَبَة,,,1,,,مَكْـ-تَـ-بَـ-ـةٌ,2H2-4H4,,,,,,,,,,,
مكتظ,مُكْتَظّ,,,1,,,مُكْـ-تَظْـ-ظٌ,4H8,,,,,,,,,,,
مكتوب,مَكْتوب,,,1,,,مَكْـ-تو-بٌ,2H9,,,,,,,,,,,
مكدر,مُكَدَّر,,,1,,,مُـ-كَدْ-دَ-رٌ,4H4,,,,,,,,,,,
مكسر,مُكَسَّر,,,1,,,مُـ-كَسْـ-سَـ-رٌ,4H4,,,,,,,,,,,
مكسور,مَكْسور,,,1,,,مَكْـ-سو-رٌ,2H11,,,,,,,,,,,
مكشوف,مَكْشوف,,,1,,,مَكْـ-شو-فٌ,2H11,,,,,,,,,,,
مكعب,مُكَعَّب,,,1,,,مُـ-كَعْـ-ـعَـ-بٌ,2H15,,,,,,,,,,,
مكنسة,مِكْنَسَة,,,1,,,مِكْـ-نَـ-سَـ-ةٌ,2H7-S,,,,,,,,,,,
مكوي,مَكْويّ,,,,,,مَكْـ-ويـ-ـيٌ,S-2H11,,,,,,,,,,,
مكيف,مُكَيِّف,,,1,,,مُـ-كَيْـ-يِـ-فٌ,4H1,,,,,,,,,,,
ملخص,مُلَخَّص,,,1,,,مُـ-لَـخْـ-خَـ-صٌ,4H4,,,,,,,,,,,
ملاقط,مَلاقِط,,,1,,,مَـ-لا-قِـ-طٌ,1H6-4H9,,,,,,,,,,,
ملحن,مُلَحِّن,,,1,,,مُـ-لَـحْـ-حِـ-نٌ,4H4,,,,,,,,,,,
ملعب,مَلْعَب,,,1,,,مَلْـ-ـعَـ-بٌ,2H2,,,,,,,,,,,
ملعقة,مِلْعَقَة,,,1,,,مِلْـ-ـعَـ-قَـ-ـةٌ,2H15,,,,,,,,,,,
ملقط,مِلْقَط,,,1,,,مِلْـ-قَـ-طٌ,S,,,,,,,,,,,
ملون,مُلَوَّن,,,1,,,مُـ-لَـوْ-وَ-نٌ,2H2,,,,,,,,,,,
ملوك,مُلوك,,,1,,,مُـ-لو-كٌ,2H14,,,,,,,,,,,
مليئة,مَليئَة,,,1,,,مَـ-ليـ-ئَـ-ـةٌ,2H15,,,,,,,,,,,
ممثل,مُمَثِّل,,,1,,,مُـ-مَثْـ-ثِـ-لٌ,4H4,,,,,,,,,,,
ممحاة,مِمْحاة,,,1,,,مِمْـ-حا-ةٌ,4H1,,,,,,,,,,,
منار,مَنار,,,1,,,مَـ-نا-ر,4H5,,,,,,,,,,,
منارة,مَنارَة,,,1,,,مَـ-نا-رَ-ةٌ,4H2,,,,,,,,,,,
مناظر,مَناظِر,,,1,,,مَـ-نا-ظِ-رٌ,2H17,,,,,,,,,,,
منال,مَنال,,,1,,,مَـ-نا-ل,2H11,,,,,,,,,,,
منثور,مَنْثور,,,1,,,مَنْـ-ثو-رٌ,2H9,,,,,,,,,,,
منزل,مُنَزَّل,,,1,,,مُـ-نَزْ-زَ-لٌ,4H4,,,,,,,,,,,
منزل,مَنْزِل,,,1,,,مَنْـ-زِ-لٌ,2H2,,,,,,,,,,,
منشفة,مِنْشَفَة,,,,,,مِنْـ-شَـ-ـفَـ-ـةٌ,S,,,,,,,,,,,
منشور,مَنْشور,,,1,,,مَنْـ-شو-رٌ,2H12,,,,,,,,,,,
منظف,مُنَظِّف,,,1,,,مُـ-نَظْـ-ظِ-فٌ,4H4,,,,,,,,,,,
منظم,مُنَظَّم,,,1,,,مُـ-نَظْـ-ظَـ-مٌ,4H4,,,,,,,,,,,
منظر,مَنْظَر,,,1,,,مَنْـ-ظَـ-رٌ,2H13,,,,,,,,,,,
منظور,مَنْظور,,,1,,,مَنْـ-ظو-رٌ,2H9,,,,,,,,,,,
منعم,مُنَعَّم,,,1,,,مُـ-نَعْـ-ـعَـ-مٌ,4H4,,,,,,,,,,,
منقذ,مُنْقِذ,,,,,,مُنْـ-قِـ-ذٌ,S-4H8,,,,,,,,,,,
منير,مُنير,,,1,,,مُـ-نيـ-رٌ,2H2-S,,,,,,,,,,,
مهتز,مُهْتَزّ,,,1,,,مُـهْـ-تَزْ-زٌ,4H4,,,,,,,,,,,
مهزوم,مَهْزوم,,,1,,,مَـهْـ-زو-مٌ,2H12,,,,,,,,,,,
مهندس,مُهَنْدِس,,,1,,,مُـ-ـهَنْـ-دِ-سٌ,2H15,,,,,,,,,,,
مواظبة,مُواظَبَة,,,1,,,مُـ-وا-ظَـ-بَـ-ـةٌ,4H4,,,,,,,,,,,
موج,مَوْج,,,1,,,مَوْ-جٌ,1H4-4H9,,,,,,,,,,,
موجة,مَوْجَة,,,1,,,مَوْ-جَـ-ـةٌ,2H14,,,,,,,,,,,
موز,مَوْز,,,1,,,مَوْ-زٌ,1H4-2H4-2H5,,,,,,,,,,,
موزون,مَوْزون,,,1,,,مَوْ-زو-نٌ,2H9,,,,,,,,,,,
موسيقى,موسيقى,,,1,,,مو-سيـ-قى,2H9,,,,,,,,,,,
موضوع,مَوْضوع,,,1,,,مَوْ-ضو-عٌ,2H12,,,,,,,,,,,
موظف,مُوَظَّف,,,1,,,مُـ-وَظْـ-ظَـ-فٌ,4H4,,,,,,,,,,,
موعد,مَوْعِد,,,1,,,مَوْ-عِـ-دٌ,2H4,,,,,,,,,,,
مؤسس,مُؤَسِّس,,,1,,,مُـ-ؤَسْـ-سِـ-سٌ,2H2,,,,,,,,,,,
مياه,مِياه,,,1,,,مِـ-يا-هٌ,1H7-4H9,,,,,,,,,,,
ميتم,مُيَتَّم,,,1,,,مُـ-يَتْـ-تَـ-مٌ,4H4,,,,,,,,,,,
ميدان,مَيْدان,,,1,,,مَيْـ-دا-نٌ,4H3,,,,,,,,,,,
ميراث,ميراث,,,1,,,ميـ-را-ثٌ,4H8,,,,,,,,,,,
ميناء,ميناء,,,1,,,ميـ-نا-ءٌ,2H11,,,,,,,,,,,
ميؤوس,مَيْؤوس,,,1,,,مَيْـ-ؤو-سٌ,2H9,,,,,,,,,,,
ناجح,ناجِح,,,1,,,نا-جِـ-حٌ,kg2-2H2,,,,,,,,,,,
نادر,نادِر,,,1,,,نا-دِ-رٌ,kg2,,,,,,,,,,,
ناس,ناس,,,1,,,نا-سٌ,kg2,,,,,,,,,,,
ناضج,ناضِج,,,1,,,نا-ضِـ-جٌ,kg2-2H2-4H8,,,,,,,,,,,
نافذة,نافِذة,,,1,,,نا-فِـ-ذَ-ةٌ,KG1,,,,,,,,,,,
نافع,نافِع,,,1,,,نا-فِ-ـعٌ,kg2-2H17,,,,,,,,,,,
نبات,نَبات,,,1,,,نَـ-با-تٌ,kg2-2H2-4H8,,,,,,,,,,,
نثر,نَثْـر,,,1,,,نَثْـ-رٌ,kg2-2H7,,,,,,,,,,,
نجم,نَجْـم,,,1,,,نَجْـ-مٌ,KG1,,,,,,,,,,,
نجار,نَجّار,,,1,,,نَجْـ-جا-رٌ,KG1-kg2-1H6-4H6,,,,,,,,,,,
نجيب,نَجيب,,,1,,,نَـ-جيـ-بٌ,kg2,,,,,,,,,,,
نحل,نَحْـل,,,1,,,نَحْـ-لٌ,KG1-1H6-4H8,,,,,,,,,,,
نحلة,نَحْـلَة,,,1,,,نَحْـ-لَـ-ـةٌ,KG1-1H4-2H5,,,,,,,,,,,
نحيل,نَحـيل,,,1,,,نَـ-حيـ-لٌ,kg2,,,,,,,,,,,
نخلة,نَخْـلَة,,,1,,,نَخْـ-لَـ-ـةٌ,kg2-2H2-2H5,,,,,,,,,,,
نخيل,نَخيل,,,1,,,نَـ-خيـ-لٌ,kg2,,,,,,,,,,,
نذير,نَذير,,,1,,,نَـ-ذيـ-رٌ,kg2,,,,,,,,,,,
نسر,نَسْـر,,,1,,,نَسْـ-رٌ,kg2-4H3-2H4-2H7,,,,,,,,,,,
نسيم,نَسيم,,,1,,,نَـ-سيـ-مٌ,kg2,,,,,,,,,,,
نشيد,نَشيد,,,1,,,نَـ-شيـ-دٌ,kg2-2H9,,,,,,,,,,,
نشيط,نَشيط,,,1,,,نَـ-شيـ-طٌ,kg2-2H11,,,,,,,,,,,
نصر,نَصْر,,,1,,,نَصْـ-رٌ,kg2-2H7,,,,,,,,,,,
نص,نَصّ,,,1,,,نَصْـ-صٌ,kg2-2H2,,,,,,,,,,,
نصيب,نَصيب,,,1,,,نَـ-صيـ-بٌ,kg2,,,,,,,,,,,
نصيحة,نَصيحَة,,,1,,,نَـ-صيـ-حَـ-ـةٌ,kg2,,,,,,,,,,,
نظارة,نَظّارَة,,,1,,,نَظْ-ظا-رَ-ةٌ,KG1-kg2-1H7-2H5,,,,,,,,,,,
نظيف,نَظيف,,,1,,,نَـ-ظيـ-فٌ,kg2,,,,,,,,,,,
نعامة,نَعامَة,,,1,,,نَـ-ـعا-مَـ-ـةٌ,KG1-1H7,,,,,,,,,,,
نغم,نَغَم,,,1,,,نَـ-ـغَـ-مٌ,kg2-2H2,,,,,,,,,,,
نفق,نَفَق,,,1,,,نَـ-فَـ-قٌ,kg2,,,,,,,,,,,
نمر,نَمِر,,,1,,,نَـ-مِـ-رٌ,KG1-1H4-2H5,,,,,,,,,,,
نملة,نَمْلة,,,1,,,نَمْـ-لَـ-ـةٌ,KG1-1H6,,,,,,,,,,,
نهر,نَهْر,,,1,,,نَـهْـ-رٌ,kg2-4H3-2H2-4H8,,,,,,,,,,,
نوم,نَوْم,,,1,,,نَوْ-مٌ,kg2-1H6-4H4,,,,,,,,,,,
نباح,نُباح,,,1,,,نُـ-با-حٌ,kg2-2H2,,,,,,,,,,,
نبوغ,نُبوغ,,,1,,,نُـ-بو-غٌ,KG1,,,,,,,,,,,
نجوم,نُجوم,,,1,,,نُـ-جو-مٌ,KG1-kg2-1H6-2H5,,,,,,,,,,,
نقود,نُقود,,,1,,,نُـ-قو-دٌ,KG1-1H6-2H5,,,,,,,,,,,
نمور,نُمور,,,1,,,نُـ-مو-رٌ,kg2-2H7-S-4H5,,,,,,,,,,,
نوح,نوح,,,1,,,نو-حٌ,kg2-KG1-1H6,,,,,,,,,,,
نور,نور,,,1,,,نو-رٌ,kg2-1H6-KG1-4H3,,,,,,,,,,,
نبال,نِبال,,,1,,,نِـ-با-لٌ,kg2-2H17,,,,,,,,,,,
نداء,نِداء,,,1,,,نِـ-دا-ءٌ,kg2,,,,,,,,,,,
نساء,نِساء,,,1,,,نِـ-سا-ءٌ,kg2-2H7,,,,,,,,,,,
نظام,نِظام,,,1,,,نِـ-ظا-مٌ,kg2-2H4,,,,,,,,,,,
نيران,نيران,,,1,,,نيـ-را-نٌ,kg2-2H9-4H3,,,,,,,,,,,
نعاس,نُعاس,,,1,,,نُـ-ـعا-سُ,4H3-2H15-4H6,,,,,,,,,,,
ناب,ناب,,,1,,,نا-بٌ,4H8,,,,,,,,,,,
نادر,نادِر,,,1,,,نا-دِ-رٌ,2H11,,,,,,,,,,,
نار,نار,,,1,,,نا-رٌ,1H6,,,,,,,,,,,
نار,نار,,,1,,,نا-ر,KG1-kg2,,,,,,,,,,,
ناس,ناس,,,1,,,نا-سٌ,2H9-4H3,,,,,,,,,,,
ناصر,ناصِر,,,1,,,نا-صِـ-ـرٌ,2H15,,,,,,,,,,,
ناصع,ناصِع,,,1,,,نا-صِـ-ـعٌ,2H14,,,,,,,,,,,
ناظر,ناظِر,,,1,,,نا-ظِ-رٌ,2H16,,,,,,,,,,,
ناظم,ناظِم,,,1,,,نا-ظِ-مٌ,2H17,,,,,,,,,,,
نافذة,نافِذَة,,,1,,,نا-فِـ-ذَ-ةٌ,KG1-1H6-4H8-kg2,,,,,,,,,,,
نبأ,نَبَأ,,,1,,,نَـ-بَـ-أٌ,2H13,,,,,,,,,,,
نبيل,نَبيل,,,1,,,نَـ-بيـ-لٌ,2H12,,,,,,,,,,,
نجم,نَجْـم,,,1,,,نَجْـ-مٌ,1H7-4H5,,,,,,,,,,,
نجمة,نَجْـمَة,,,1,,,نَجْـ-مَـ-ـةٌ,2H4,,,,,,,,,,,
نجيب,نَجيب,,,1,,,نَـ-جيـ-بٌ,2H9,,,,,,,,,,,
نحاس,نُحاس,,,1,,,نُـ-حا-سٌ,2H16,,,,,,,,,,,
نحيل,نَحيل,,,1,,,نَـ-حيـ-لٌ,2H11,,,,,,,,,,,
نخل,نَخْـل,,,1,,,نَخْـ-لٌ,2H7-4H8,,,,,,,,,,,
نخيل,نَخيل,,,1,,,نَـ-خيـ-لٌ,2H9,,,,,,,,,,,
نداء,نِداء,,,1,,,نِـ-دا-ءٌ,2H14,,,,,,,,,,,
نذير,نَذير,,,1,,,نَـ-ذيـ-رٌ,2H9,,,,,,,,,,,
نرجس,نَرْجِس,,,1,,,نَرْ-جِـ-سٌ,2H13,,,,,,,,,,,
نرد,نَرْد,,,1,,,نَرْ-دٌ,2H7,,,,,,,,,,,
نزهة,نُزْهَة,,,1,,,نُزْ-هَـ-ـةٌ,4H2,,,,,,,,,,,
نزول,نُزول,,,1,,,نُـ-زو-لٌ,2H16,,,,,,,,,,,
نسخ,نَسْـخ,,,1,,,نَسْـ-خٌ,4H8,,,,,,,,,,,
نسيم,نَسيم,,,1,,,نَـ-سيـ-مٌ,2H9,,,,,,,,,,,
نشافة,نَشّافَة,,,1,,,نَشْـ-شا-فَـ-ـةٌ,4H4,,,,,,,,,,,
نشرة,نَشْرَة,,,1,,,نَشْـ-رَ-ةٌ,4H2,,,,,,,,,,,
نصف,نِصْف,,,1,,,نِصْـ-فٌ,2H13,,,,,,,,,,,
نصيب,نَصيب,,,1,,,نَـ-صيـ-بٌ,2H9,,,,,,,,,,,
نضال,نِضال,,,1,,,نِـ-ضا-لٌ,2H17,,,,,,,,,,,
نظرة,نَظـْرَة,,,1,,,نَظْـ-رَ-ةٌ,4H2,,,,,,,,,,,
نظم,نُظُم,,,1,,,نُـ-ظُـ-مٌ,4H2,,,,,,,,,,,
نظيف,نَظيف,,,1,,,نَـ-ظيـ-فٌ,2H9,,,,,,,,,,,
نعمة,نِعْمَة,,,1,,,نِعْـ-مَـ-ـةٌ,2H17,,,,,,,,,,,
نعيم,نَعيم,,,1,,,نَـ-ـعيـ-مٌ,4H6,,,,,,,,,,,
نقاط,نِقاط,,,1,,,نِـ-قا-طٌ,2H15-4H6,,,,,,,,,,,
نقصا,نَقْص,,,1,,,نَقْـ-صٌ,4H8,,,,,,,,,,,
نقوش,نُقوش,,,1,,,نُـ-قو-شٌ,2H15,,,,,,,,,,,
نمل,نَمْل,,,1,,,نَمْـ-لٌ,4H2-4H8,,,,,,,,,,,
نهار,نَهار,,,1,,,نَـ-ـها-رٌ,2H14,,,,,,,,,,,
نهيل,نَهيل,,,1,,,نَـ-ـهيـ-لٌ,2H12,,,,,,,,,,,
نوافذ,نَوافِذ,,,1,,,نَـ-وا-فِـ-ذ,4H9,,,,,,,,,,,
هدية,هَدِيّة,,,1,,,هَـ-ديـ-يَـ-ـةٌ,KG1-kg2-4H2-1H4-2H5-1H6,,,,,,,,,,,
هديل,هَديل,,,1,,,هَـ-ديـ-لٌ,kg2-2H7,,,,,,,,,,,
هرم,هَرَم,,,1,,,هَـ-رَ-مٌ,kg2-2H7,,,,,,,,,,,
هضبة,هَضَبَة,,,1,,,هَـ-ضَـ-بَـ-ـةٌ,KG1-1H6,,,,,,,,,,,
هواء,هَواء,,,1,,,هَـ-وا-ء,kg2-2H9-4H6,,,,,,,,,,,
هبوط,هُبوط,,,1,,,هُـ-بو-طٌ,kg2-4H1-4H8,,,,,,,,,,,
هتاف,هُتاف,,,1,,,هُـ-تا-فٌ,kg2-2H2,,,,,,,,,,,
هدوء,هُدوء,,,1,,,هُـ-دو-ءٌ,KG1-kg2-2H7-4H3,,,,,,,,,,,
هدى,هُدى,,,1,,,هُـ-دى,kg2,,,,,,,,,,,
هطول,هُطول,,,1,,,هُـ-طو-لٌ,kg2,,,,,,,,,,,
هبة,هِبَة,,,1,,,هِ-بَـ-ـةٌ,kg2-2H2,,,,,,,,,,,
هرة,هِرَّة,,,1,,,هِرْ-رَ-ةٌ,KG1-kg2-1H6-2H5-4H3,,,,,,,,,,,
هشام,هِشام,,,1,,,هِ-شا-مٌ,kg2-2H7-2H11,,,,,,,,,,,
هلال,هِلال,,,1,,,هِ-لا-لٌ,KG1-kg2-1H4-4H5-2H5,,,,,,,,,,,
هند,هِنْد,,,1,,,هِنْـ-دٌ,KG1-1H6,,,,,,,,,,,
هاتف,هاتِف,,,1,,,ها-تِـ-فٌ,KG1-kg2-1H6-1H7-4H3,,,,,,,,,,,
هادئ,هادِئ,,,1,,,ها-دِ-ئٌ,kg2-2H4,,,,,,,,,,,
هارب,هارِب,,,1,,,ها-رِ-بٌ,2H12,,,,,,,,,,,
هاشم,هاشِم,,,1,,,ها-شِـ-ـمٌ,KG1-kg2,,,,,,,,,,,
هبوب,هُبوب,,,1,,,هُـ-بو-بٌ,2H15,,,,,,,,,,,
هجرة,هِجْـرَة,,,1,,,هِجْـ-رَ-ةٌ,4H1,,,,,,,,,,,
هجوم,هُجوم,,,1,,,هُـ-جو-مٌ,4H2,,,,,,,,,,,
هدف,هَدَف,,,1,,,هَـ-دَ-فٌ,4H3,,,,,,,,,,,
هذب,هَذَّبَ,,,,1,,هَذْ-ذَ-بَ,4H4,,,,,,,,,,,
هراء,هُراء,,,1,,,هُـ-را-ءٌ,2H15,,,,,,,,,,,
هروب,هُروب,,,1,,,هُـ-رو-بٌ,2H16,,,,,,,,,,,
هضاب,هِضاب,,,1,,,هِ-ضا-بٌ,2H9-4H6,,,,,,,,,,,
همة,هِمَّة,,,1,,,هِمْـ-مَـ-ـةٌ,2H17,,,,,,,,,,,
همس,هَمْس,,,1,,,هَمْـ-سٌ,2H15,,,,,,,,,,,
هناء,هَناء,,,1,,,هَـ-نا-ءٌ,2H15-4H5,,,,,,,,,,,
هنود,هُنودُ,,,1,,,هُـ-نو-دٌ,4H6,,,,,,,,,,,
هواية,هِوايَة,,,1,,,هِ-وا-يَـ-ـةٌ,2H14,,,,,,,,,,,
هون,هون,,,1,,,؟؟؟؟,4H3,,,,,,,,,,,
هيام,هِيام,,,1,,,هِ-يا-مٌ,2H17,,,,,,,,,,,
هيم,هيم,,,1,,,؟؟,4H3,,,,,,,,,,,
واجب,واجِب,,,1,,,وا-جِـ-بٌ,kg2-2H11-S,,,,,,,,,,,
والد,والِد,,,1,,,وا-لِـ-دٌ,kg2,,,,,,,,,,,
وثيقة,وَثيقَة,,,1,,,وَ-ثيـ-قَـ-ـةٌ,kg2,,,,,,,,,,,
وجه,وَجْـه,,,1,,,وَجْـ-ـهٌ,KG1-kg2-1H7-4H8,,,,,,,,,,,
وحل,وَحْـل,,,1,,,وَحْـ-لٌ,kg2,,,,,,,,,,,
ورقة,وَرَقَة,,,1,,,وَ-رَ-قَـ-ـةٌ,KG1-kg2-1H4,,,,,,,,,,,
ورد,وَرْد,,,1,,,وَرْ-دٌ,KG1-1H7-4H9-4H8,,,,,,,,,,,
وردة,وَرْدَة,,,1,,,وَرْ-دَ-ةٌ,KG1-1H6-2H5,,,,,,,,,,,
وزة,وَزّة,,,1,,,وَزْ-زَ-ةٌ,KG1-kg2-2H5,,,,,,,,,,,
وسيم,وَسيم,,,1,,,وَ-سيـ-مٌ,kg2-2H2,,,,,,,,,,,
ولد,وَلَد,,,1,,,وَـ-لَـ-دٌ,KG1,,,,,,,,,,,
وليد,وَليد,,,1,,,وَ-ليـ-دٌ,kg2-2H2,,,,,,,,,,,
وجوه,وُجوه,,,1,,,وُ-جو-هٌ,KG1-1H4-4H8-S-4H9,,,,,,,,,,,
ورود,وُرود,,,1,,,وُ-رو-دٌ,kg2,,,,,,,,,,,
وسطى,وُسطى,,,1,,,وُسْـ-طى,kg2-2H7,,,,,,,,,,,
وصول,وُصول,,,1,,,وُ-صو-لٌ,kg2-2H7-4H6,,,,,,,,,,,
وداد,وِداد,,,1,,,وِ-دا-دٌ,kg2-2H5-2H7,,,,,,,,,,,
وسادة,وِسادَة,,,1,,,وِ-سا-دَ-ةٌ,KG1-kg2-1H7,,,,,,,,,,,
وشاح,وِشاح,,,1,,,وِ-شا-حٌ,KG1-1H6-2H5,,,,,,,,,,,
وعاء,وِعاء,,,1,,,وِ-عا-ءٌ,KG1-kg2,,,,,,,,,,,
واثق,واثِق,,,1,,,وا-ثِـ-قٌ,2H17,,,,,,,,,,,
واحد,واحِد,,,1,,,وا-حِـ-دٌ,KG1-S-1H7,,,,,,,,,,,
وادي,وادي,,,1,,,وا-دي,1H7-KG1-S,,,,,,,,,,,
والد,والِد,,,1,,,وا-لِـ-دٌ,2H9-S-4H3,,,,,,,,,,,
وائل,وائِل,,,1,,,وا-ئِـ-لٌ,2H12,,,,,,,,,,,
وتر,وَتَر,,,1,,,وَ-تَـ-رٌ,2H13-4H3,,,,,,,,,,,
وثق,وَثَّقَ,,,,1,,وَثْـ-ثَـ-قَ,4H4,,,,,,,,,,,
وثيقة,وَثيقَة,,,1,,,وَ-ثيـ-قَـ-ـةٌ,2H9,,,,,,,,,,,
وجدان,وِجْـدان,,,1,,,وِجْـ-دا-نٌ,2H16-4H5,,,,,,,,,,,
وجع,وَجَع,,,1,,,و-جَـ-ـعٌ,2H13-4H5,,,,,,,,,,,
وجود,وُجود,,,1,,,وُ-جو-دٌ,2H15,,,,,,,,,,,
وحدة,وِحْـدَةُ,,,1,,,وِحْـ-دَ-ةٌ,4H4,,,,,,,,,,,
وديعة,وَديعَة,,,1,,,وَ-ديـ-ـعَـ-ـةٌ,2H15,,,,,,,,,,,
